id,companyName,companyNameKana,industryCode,industryName,prefecture,city,establishedYear,employees,scale,revenueMillionYen,businessDescription,website,demandSignal,demandSignalDetail,registeredActivity,challengeTitle,challengeDetail,challengeCategory,challengeUrgency,seekingProposals,targetDepartment,targetRole,salesScore,existingCustomer,approachStatus,createdAt,fictional,disclaimer
"FC-01064","株式会社リードプロパティグループ","株式会社 リード プロパティ グループ","real_estate","不動産・物品賃貸業","愛知県","清流市","1963","12","小規模","132","不動産開発・管理","https://example.invalid/real_estate/064","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","DX推進組織の新設","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","プロパティ管理部","課長","98","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01065","合同会社リードプロパティコーポレーション","合同会社 リード プロパティ コーポレーション","real_estate","不動産・物品賃貸業","和歌山県","旭市","1974","205","中小企業","2460","事業用物件の賃貸","https://example.invalid/real_estate/065","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","安全管理方針の強化","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","プロパティ管理部","責任者","70","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01066","株式会社ハーモニープロパティソリューションズ","株式会社 ハーモニー プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","香川県","みなと市","1985","542","中堅企業","7046","設備・物品レンタル","https://example.invalid/real_estate/066","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","業務提携の締結","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","プロパティ管理部","企画担当","87","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01067","合同会社ハーモニープロパティパートナーズ","合同会社 ハーモニー プロパティ パートナーズ","real_estate","不動産・物品賃貸業","大分県","高台市","1996","4479","大企業","62706","不動産開発・管理","https://example.invalid/real_estate/067","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","設備更新予算の増額","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","プロパティ管理部","部長","59","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01068","株式会社ハーモニープロパティワークス","株式会社 ハーモニー プロパティ ワークス","real_estate","不動産・物品賃貸業","宮城県","新生市","2007","46","小規模","690","事業用物件の賃貸","https://example.invalid/real_estate/068","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","省エネ投資の開始","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","プロパティ管理部","課長","76","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01069","合同会社ハーモニープロパティグループ","合同会社 ハーモニー プロパティ グループ","real_estate","不動産・物品賃貸業","埼玉県","平和市","2018","103","中小企業","1648","設備・物品レンタル","https://example.invalid/real_estate/069","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","新サービスの発表","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","プロパティ管理部","責任者","93","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01070","株式会社ハーモニープロパティコーポレーション","株式会社 ハーモニー プロパティ コーポレーション","real_estate","不動産・物品賃貸業","福井県","希望市","1961","690","中堅企業","11730","不動産開発・管理","https://example.invalid/real_estate/070","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","新拠点の開設計画","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","高","true","プロパティ管理部","企画担当","65","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01071","合同会社ブリッジプロパティソリューションズ","合同会社 ブリッジ プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","滋賀県","文化市","1972","4627","大企業","83286","事業用物件の賃貸","https://example.invalid/real_estate/071","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","人員採用の拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","低","true","プロパティ管理部","部長","82","true","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01072","株式会社ブリッジプロパティパートナーズ","株式会社 ブリッジ プロパティ パートナーズ","real_estate","不動産・物品賃貸業","島根県","産業市","1983","42","小規模","798","設備・物品レンタル","https://example.invalid/real_estate/072","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","既存施設の改修","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","プロパティ管理部","課長","99","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01073","合同会社ブリッジプロパティワークス","合同会社 ブリッジ プロパティ ワークス","real_estate","不動産・物品賃貸業","高知県","学園市","1994","251","中小企業","5020","不動産開発・管理","https://example.invalid/real_estate/073","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","事業エリアの拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","プロパティ管理部","責任者","71","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01074","株式会社ブリッジプロパティグループ","株式会社 ブリッジ プロパティ グループ","real_estate","不動産・物品賃貸業","鹿児島県","泉市","2005","838","中堅企業","17598","事業用物件の賃貸","https://example.invalid/real_estate/074","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","DX推進組織の新設","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","プロパティ管理部","企画担当","88","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01075","合同会社ブリッジプロパティコーポレーション","合同会社 ブリッジ プロパティ コーポレーション","real_estate","不動産・物品賃貸業","山形県","丘陵市","2016","4775","大企業","105050","設備・物品レンタル","https://example.invalid/real_estate/075","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","安全管理方針の強化","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","プロパティ管理部","部長","60","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01076","株式会社フォーカスプロパティソリューションズ","株式会社 フォーカス プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","東京都","未来市","1959","38","小規模","874","不動産開発・管理","https://example.invalid/real_estate/076","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","業務提携の締結","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","プロパティ管理部","課長","77","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01077","合同会社フォーカスプロパティパートナーズ","合同会社 フォーカス プロパティ パートナーズ","real_estate","不動産・物品賃貸業","長野県","中央市","1970","149","中小企業","3576","事業用物件の賃貸","https://example.invalid/real_estate/077","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","設備更新予算の増額","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","プロパティ管理部","責任者","94","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01078","株式会社フォーカスプロパティワークス","株式会社 フォーカス プロパティ ワークス","real_estate","不動産・物品賃貸業","大阪府","緑市","1981","986","中堅企業","24650","設備・物品レンタル","https://example.invalid/real_estate/078","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","省エネ投資の開始","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","プロパティ管理部","企画担当","66","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01079","合同会社フォーカスプロパティグループ","合同会社 フォーカス プロパティ グループ","real_estate","不動産・物品賃貸業","広島県","さくら市","1992","4923","大企業","127998","不動産開発・管理","https://example.invalid/real_estate/079","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","新サービスの発表","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","プロパティ管理部","部長","83","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01080","株式会社フォーカスプロパティコーポレーション","株式会社 フォーカス プロパティ コーポレーション","real_estate","不動産・物品賃貸業","佐賀県","ひかり市","2003","34","小規模","918","事業用物件の賃貸","https://example.invalid/real_estate/080","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","新拠点の開設計画","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","プロパティ管理部","課長","55","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01081","合同会社ビジョンプロパティソリューションズ","合同会社 ビジョン プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","北海道","あおば市","2014","297","中小企業","8316","設備・物品レンタル","https://example.invalid/real_estate/081","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","人員採用の拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","中","true","プロパティ管理部","責任者","72","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01082","株式会社ビジョンプロパティパートナーズ","株式会社 ビジョン プロパティ パートナーズ","real_estate","不動産・物品賃貸業","茨城県","若葉市","1957","434","中堅企業","12586","不動産開発・管理","https://example.invalid/real_estate/082","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","既存施設の改修","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","高","true","プロパティ管理部","企画担当","89","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01083","合同会社ビジョンプロパティワークス","合同会社 ビジョン プロパティ ワークス","real_estate","不動産・物品賃貸業","新潟県","豊栄市","1968","1071","大企業","11781","事業用物件の賃貸","https://example.invalid/real_estate/083","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業エリアの拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","プロパティ管理部","部長","61","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01084","株式会社ビジョンプロパティグループ","株式会社 ビジョン プロパティ グループ","real_estate","不動産・物品賃貸業","静岡県","清流市","1979","30","小規模","360","設備・物品レンタル","https://example.invalid/real_estate/084","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","DX推進組織の新設","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","中","true","プロパティ管理部","課長","78","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01085","合同会社ビジョンプロパティコーポレーション","合同会社 ビジョン プロパティ コーポレーション","real_estate","不動産・物品賃貸業","奈良県","旭市","1990","195","中小企業","2535","不動産開発・管理","https://example.invalid/real_estate/085","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","安全管理方針の強化","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","高","true","プロパティ管理部","責任者","95","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01086","株式会社コアプロパティソリューションズ","株式会社 コア プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","徳島県","みなと市","2001","582","中堅企業","8148","事業用物件の賃貸","https://example.invalid/real_estate/086","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","業務提携の締結","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","低","true","プロパティ管理部","企画担当","67","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01087","合同会社コアプロパティパートナーズ","合同会社 コア プロパティ パートナーズ","real_estate","不動産・物品賃貸業","熊本県","高台市","2012","1219","大企業","18285","設備・物品レンタル","https://example.invalid/real_estate/087","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","設備更新予算の増額","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","中","true","プロパティ管理部","部長","84","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01088","株式会社コアプロパティワークス","株式会社 コア プロパティ ワークス","real_estate","不動産・物品賃貸業","岩手県","新生市","1955","26","小規模","416","不動産開発・管理","https://example.invalid/real_estate/088","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","省エネ投資の開始","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","プロパティ管理部","課長","56","true","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01089","合同会社コアプロパティグループ","合同会社 コア プロパティ グループ","real_estate","不動産・物品賃貸業","群馬県","平和市","1966","93","中小企業","1581","事業用物件の賃貸","https://example.invalid/real_estate/089","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","新サービスの発表","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","プロパティ管理部","責任者","73","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01090","株式会社コアプロパティコーポレーション","株式会社 コア プロパティ コーポレーション","real_estate","不動産・物品賃貸業","石川県","希望市","1977","730","中堅企業","13140","設備・物品レンタル","https://example.invalid/real_estate/090","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","新拠点の開設計画","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","プロパティ管理部","企画担当","90","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01091","合同会社アドバンスプロパティソリューションズ","合同会社 アドバンス プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","三重県","文化市","1988","1367","大企業","25973","不動産開発・管理","https://example.invalid/real_estate/091","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","人員採用の拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","プロパティ管理部","部長","62","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01092","株式会社アドバンスプロパティパートナーズ","株式会社 アドバンス プロパティ パートナーズ","real_estate","不動産・物品賃貸業","鳥取県","産業市","1999","22","小規模","440","事業用物件の賃貸","https://example.invalid/real_estate/092","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","既存施設の改修","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","プロパティ管理部","課長","79","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01093","合同会社アドバンスプロパティワークス","合同会社 アドバンス プロパティ ワークス","real_estate","不動産・物品賃貸業","愛媛県","学園市","2010","241","中小企業","5061","設備・物品レンタル","https://example.invalid/real_estate/093","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","事業エリアの拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","プロパティ管理部","責任者","96","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01094","株式会社アドバンスプロパティグループ","株式会社 アドバンス プロパティ グループ","real_estate","不動産・物品賃貸業","宮崎県","泉市","2021","878","中堅企業","19316","不動産開発・管理","https://example.invalid/real_estate/094","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","DX推進組織の新設","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","高","true","プロパティ管理部","企画担当","68","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01095","合同会社アドバンスプロパティコーポレーション","合同会社 アドバンス プロパティ コーポレーション","real_estate","不動産・物品賃貸業","秋田県","丘陵市","1964","1515","大企業","34845","事業用物件の賃貸","https://example.invalid/real_estate/095","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","安全管理方針の強化","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","低","true","プロパティ管理部","部長","85","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01096","株式会社インテグラプロパティソリューションズ","株式会社 インテグラ プロパティ ソリューションズ","real_estate","不動産・物品賃貸業","千葉県","未来市","1975","18","小規模","432","設備・物品レンタル","https://example.invalid/real_estate/096","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","業務提携の締結","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","プロパティ管理部","課長","57","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01097","合同会社インテグラプロパティパートナーズ","合同会社 インテグラ プロパティ パートナーズ","real_estate","不動産・物品賃貸業","山梨県","中央市","1986","139","中小企業","3475","不動産開発・管理","https://example.invalid/real_estate/097","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","設備更新予算の増額","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","プロパティ管理部","責任者","74","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01098","株式会社インテグラプロパティワークス","株式会社 インテグラ プロパティ ワークス","real_estate","不動産・物品賃貸業","京都府","緑市","1997","326","中堅企業","8476","事業用物件の賃貸","https://example.invalid/real_estate/098","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","省エネ投資の開始","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","プロパティ管理部","企画担当","91","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01099","合同会社インテグラプロパティグループ","合同会社 インテグラ プロパティ グループ","real_estate","不動産・物品賃貸業","岡山県","さくら市","2008","1663","大企業","44901","設備・物品レンタル","https://example.invalid/real_estate/099","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","新サービスの発表","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","プロパティ管理部","部長","63","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01100","株式会社インテグラプロパティコーポレーション","株式会社 インテグラ プロパティ コーポレーション","real_estate","不動産・物品賃貸業","福岡県","ひかり市","2019","14","小規模","392","不動産開発・管理","https://example.invalid/real_estate/100","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","新拠点の開設計画","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","プロパティ管理部","課長","80","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01101","合同会社アークリサーチソリューションズ","合同会社 アーク リサーチ ソリューションズ","research_professional","学術研究・専門技術サービス業","沖縄県","あおば市","1962","287","中小企業","8323","研究開発・技術支援","https://example.invalid/research_professional/001","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","人員採用の拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","研究企画部","責任者","97","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01102","株式会社アークリサーチパートナーズ","株式会社 アーク リサーチ パートナーズ","research_professional","学術研究・専門技術サービス業","福島県","若葉市","1973","474","中堅企業","5214","調査・コンサルティング","https://example.invalid/research_professional/002","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","既存施設の改修","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","研究企画部","企画担当","69","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01103","合同会社アークリサーチワークス","合同会社 アーク リサーチ ワークス","research_professional","学術研究・専門技術サービス業","神奈川県","豊栄市","1984","1811","大企業","21732","設計・知財サービス","https://example.invalid/research_professional/003","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","事業エリアの拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","研究企画部","部長","86","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01104","株式会社アークリサーチグループ","株式会社 アーク リサーチ グループ","research_professional","学術研究・専門技術サービス業","岐阜県","清流市","1995","48","小規模","624","研究開発・技術支援","https://example.invalid/research_professional/004","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","DX推進組織の新設","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","研究企画部","課長","58","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01105","合同会社アークリサーチコーポレーション","合同会社 アーク リサーチ コーポレーション","research_professional","学術研究・専門技術サービス業","兵庫県","旭市","2006","185","中小企業","2590","調査・コンサルティング","https://example.invalid/research_professional/005","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","安全管理方針の強化","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","中","true","研究企画部","責任者","75","true","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01106","株式会社ネクサスリサーチソリューションズ","株式会社 ネクサス リサーチ ソリューションズ","research_professional","学術研究・専門技術サービス業","山口県","みなと市","2017","622","中堅企業","9330","設計・知財サービス","https://example.invalid/research_professional/006","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","業務提携の締結","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","高","true","研究企画部","企画担当","92","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-01107","合同会社ネクサスリサーチパートナーズ","合同会社 ネクサス リサーチ パートナーズ","research_professional","学術研究・専門技術サービス業","長崎県","高台市","1960","1959","大企業","31344","研究開発・技術支援","https://example.invalid/research_professional/007","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","設備更新予算の増額","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","研究企画部","部長","64","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
